"Año","Cantidad","Sector Económico","Estados empresas","Cantidad de empleos","Activos (Miles)"
"2.016","2","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","2.004","175.659.439"
"2.016","20","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","2.004","175.659.439"
"2.016","516","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","2.004","175.659.439"
"2.016","43","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","2.004","175.659.439"
"2.016","34","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","2.004","175.659.439"
"2.016","148","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","2.004","175.659.439"
"2.016","23","Agropecuarias","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","9","Minas y canteras","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","197","Manufactureras","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","6","Electricidad, Gas y vapor","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","130","Construcción","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","376","Comercio","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","110","Transporte, Comunicaciones","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","108","Seguros y Finanzas","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","218","Servicios","Sociedades Renovadas","35.300","5.612.543.087"
"2.016","3","Agropecuarias","Sociedades Constituidas","535","187.134.768"
"2.016","2","Minas y canteras","Sociedades Constituidas","535","187.134.768"
"2.016","0","Manufactureras","Sociedades Constituidas","535","187.134.768"
"2.016","23","Electricidad, Gas y vapor","Sociedades Constituidas","535","187.134.768"
"2.016","37","Construcción","Sociedades Constituidas","535","187.134.768"
"2.016","85","Comercio","Sociedades Constituidas","535","187.134.768"
"2.016","19","Transporte, Comunicaciones","Sociedades Constituidas","535","187.134.768"
"2.016","22","Seguros y Finanzas","Sociedades Constituidas","535","187.134.768"
"2.016","75","Servicios","Sociedades Constituidas","535","187.134.768"
"2.016","1","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","7","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","9","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","21","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","3","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","6","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","9","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","363","35.697.989"
"2.016","1","Agropecuarias","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.016","6","Manufactureras","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.016","0","Electricidad, Gas y vapor","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.016","3","Construcción","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.016","13","Comercio","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.016","4","Transporte, Comunicaciones","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.016","4","Seguros y Finanzas","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.016","12","Servicios","Empresas Liquidadas (Sociedades)","69","89.421.601"
"2.017","1","Agropecuarias","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","1","Minas y canteras","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","2","Manufactureras","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","5","Construcción","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","16","Comercio","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","2","Transporte, Comunicaciones","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","4","Seguros y Finanzas","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","12","Servicios","Cambio de Domicilio, empresas que se fueron de Sabaneta","656","111.493.616"
"2.017","7","Agropecuarias","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","1","Minas y canteras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","81","Manufactureras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","0","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","36","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","546","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","48","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","32","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","163","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.580","142.587.029"
"2.017","24","Agropecuarias","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","7","Minas y canteras","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","303","Manufactureras","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","5","Electricidad, Gas y vapor","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","148","Construcción","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","303","Comercio","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","117","Transporte, Comunicaciones","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","122","Seguros y Finanzas","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","252","Servicios","Sociedades Renovadas","23.519","6.221.014.007"
"2.017","1","Agropecuarias","Sociedades Constituidas","451","12.543.278"
"2.017","18","Minas y canteras","Sociedades Constituidas","451","12.543.278"
"2.017","2","Manufactureras","Sociedades Constituidas","451","12.543.278"
"2.017","1","Electricidad, Gas y vapor","Sociedades Constituidas","451","12.543.278"
"2.017","35","Construcción","Sociedades Constituidas","451","12.543.278"
"2.017","72","Comercio","Sociedades Constituidas","451","12.543.278"
"2.017","26","Transporte, Comunicaciones","Sociedades Constituidas","451","12.543.278"
"2.017","24","Seguros y Finanzas","Sociedades Constituidas","451","12.543.278"
"2.017","76","Servicios","Sociedades Constituidas","451","12.543.278"
"2.017","1","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","6","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","1","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","5","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","17","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","9","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","4","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","14","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","2.275","77.469.795"
"2.017","1","Agropecuarias","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.017","4","Manufactureras","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.017","0","Electricidad, Gas y vapor","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.017","8","Construcción","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.017","15","Comercio","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.017","4","Transporte, Comunicaciones","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.017","4","Seguros y Finanzas","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.017","16","Servicios","Empresas Liquidadas (Sociedades)","185","36.628.537"
"2.018","0","Agropecuarias","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","1","Minas y canteras","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","7","Manufactureras","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","2","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","3","Construcción","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","11","Comercio","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","3","Transporte, Comunicaciones","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","14","Seguros y Finanzas","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","11","Servicios","Cambio de Domicilio, empresas que se fueron de Sabaneta","810","310.836.000"
"2.018","1","Agropecuarias","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","1","Minas y canteras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","123","Manufactureras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","4","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","19","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","496","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","39","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","27","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","217","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.928","329.791.779"
"2.018","25","Agropecuarias","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","9","Minas y canteras","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","299","Manufactureras","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","6","Electricidad, Gas y vapor","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","160","Construcción","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","326","Comercio","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","132","Transporte, Comunicaciones","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","137","Seguros y Finanzas","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","280","Servicios","Sociedades Renovadas","32.013","6.638.763.362"
"2.018","1","Agropecuarias","Sociedades Constituidas","51","7.580.929"
"2.018","27","Minas y canteras","Sociedades Constituidas","51","7.580.929"
"2.018","1","Manufactureras","Sociedades Constituidas","51","7.580.929"
"2.018","2","Electricidad, Gas y vapor","Sociedades Constituidas","51","7.580.929"
"2.018","21","Construcción","Sociedades Constituidas","51","7.580.929"
"2.018","68","Comercio","Sociedades Constituidas","51","7.580.929"
"2.018","33","Transporte, Comunicaciones","Sociedades Constituidas","51","7.580.929"
"2.018","27","Seguros y Finanzas","Sociedades Constituidas","51","7.580.929"
"2.018","59","Servicios","Sociedades Constituidas","51","7.580.929"
"2.018","0","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","7","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","4","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","14","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","5","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","2","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","17","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","171","50.583.540"
"2.018","0","Agropecuarias","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.018","3","Manufactureras","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.018","0","Electricidad, Gas y vapor","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.018","8","Construcción","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.018","13","Comercio","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.018","3","Transporte, Comunicaciones","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.018","7","Seguros y Finanzas","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.018","12","Servicios","Empresas Liquidadas (Sociedades)","32","10.495.642"
"2.019","0","Agropecuarias","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","0","Minas y canteras","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","12","Manufactureras","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","4","Construcción","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","14","Comercio","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","5","Transporte, Comunicaciones","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","3","Seguros y Finanzas","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","11","Servicios","Cambio de Domicilio, empresas que se fueron de Sabaneta","431","87.075.985"
"2.019","3","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","9","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","1","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","8","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","20","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","6","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","7","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","8","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","754","128.477.419"
"2.019","0","Agropecuarias","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","7","Manufactureras","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","1","Electricidad, Gas y vapor","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","8","Construcción","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","15","Comercio","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","16","Transporte, Comunicaciones","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","2","Seguros y Finanzas","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","18","Servicios","Empresas Liquidadas (Sociedades)","104","10.725.912"
"2.019","9","Agropecuarias","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","0","Minas y canteras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","120","Manufactureras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","1","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","28","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","530","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","41","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","21","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","204","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","374","3.336.413"
"2.019","22","Agropecuarias","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","8","Minas y canteras","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","307","Manufactureras","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","6","Electricidad, Gas y vapor","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","167","Construcción","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","329","Comercio","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","152","Transporte, Comunicaciones","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","141","Seguros y Finanzas","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","294","Servicios","Sociedades Renovadas","33.063","7.703.488.998"
"2.019","12","Agropecuarias","Sociedades Constituidas","288","7.918.351"
"2.019","1","Minas y canteras","Sociedades Constituidas","288","7.918.351"
"2.019","35","Manufactureras","Sociedades Constituidas","288","7.918.351"
"2.019","5","Electricidad, Gas y vapor","Sociedades Constituidas","288","7.918.351"
"2.019","27","Construcción","Sociedades Constituidas","288","7.918.351"
"2.019","79","Comercio","Sociedades Constituidas","288","7.918.351"
"2.019","46","Transporte, Comunicaciones","Sociedades Constituidas","288","7.918.351"
"2.019","24","Seguros y Finanzas","Sociedades Constituidas","288","7.918.351"
"2.019","94","Servicios","Sociedades Constituidas","288","7.918.351"
"2.020","1","Agropecuarias","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","0","Minas y canteras","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","4","Manufactureras","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","0","Construcción","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","5","Comercio","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","0","Transporte, Comunicaciones","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","3","Seguros y Finanzas","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","7","Servicios","Cambio de Domicilio, empresas que se fueron de Sabaneta","10","283.403.681"
"2.020","0","Agropecuarias","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","0","Minas y canteras","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","8","Manufactureras","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","0","Electricidad, Gas y vapor","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","7","Construcción","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","10","Comercio","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","4","Transporte, Comunicaciones","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","4","Seguros y Finanzas","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","11","Servicios","Cambio de Domicilio, empresas que llegan a Sabaneta","423","131.827.402"
"2.020","0","Agropecuarias","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","0","Minas y canteras","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","4","Manufactureras","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","0","Electricidad, Gas y vapor","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","0","Construcción","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","23","Comercio","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","2","Transporte, Comunicaciones","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","0","Seguros y Finanzas","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","14","Servicios","Empresas Liquidadas (Sociedades)","31","10.056.027"
"2.020","10","Agropecuarias","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","1","Minas y canteras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","92","Manufactureras","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","4","Electricidad, Gas y vapor","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","26","Construcción","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","529","Comercio","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","31","Transporte, Comunicaciones","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","32","Seguros y Finanzas","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","219","Servicios","Empresas Canceladas (Personas Naturales y Establecimientos de Comercio)","1.519","157.995.415"
"2.020","32","Agropecuarias","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","7","Minas y canteras","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","288","Manufactureras","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","12","Electricidad, Gas y vapor","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","165","Construcción","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","333","Comercio","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","163","Transporte, Comunicaciones","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","148","Seguros y Finanzas","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","306","Servicios","Sociedades Renovadas","31.514","9.044.483.592"
"2.020","11","Agropecuarias","Sociedades Constituidas","9","185.282.161"
"2.020","1","Minas y canteras","Sociedades Constituidas","0","185.282.161"
"2.020","40","Manufactureras","Sociedades Constituidas","169","185.282.161"
"2.020","0","Electricidad, Gas y vapor","Sociedades Constituidas","0","185.282.161"
"2.020","40","Construcción","Sociedades Constituidas","123","185.282.161"
"2.020","39","Transporte, Comunicaciones","Sociedades Constituidas","49","185.282.161"
"2.020","31","Seguros y Finanzas","Sociedades Constituidas","24","185.282.161"
"2.020","72","Servicios","Sociedades Constituidas","116","185.282.161"
